   1.9481250e+03   8.0819309e-01   2.2851125e-01   2.5075192e-01   1.2201069e-01
   1.9483750e+03   8.2035336e-01   2.3890811e-01   2.5081960e-01   1.1806075e-01
   1.9486250e+03   8.2327566e-01   2.4502854e-01   2.5272720e-01   1.1811186e-01
   1.9488750e+03   8.2479149e-01   2.4129822e-01   2.5133450e-01   1.2041882e-01
   1.9491250e+03   8.1319482e-01   2.1911384e-01   2.4802308e-01   1.2978359e-01
   1.9493750e+03   8.0971872e-01   2.0943636e-01   2.4588699e-01   1.3232722e-01
   1.9496250e+03   8.1695214e-01   2.2367618e-01   2.4182968e-01   1.2803056e-01
   1.9498750e+03   8.0982500e-01   2.2011703e-01   2.3906228e-01   1.2015071e-01
   1.9501250e+03   8.4088655e-01   2.4615674e-01   2.3937990e-01   1.1845198e-01
   1.9503750e+03   8.6444424e-01   2.6347293e-01   2.4347012e-01   1.1725988e-01
   1.9506250e+03   8.9338453e-01   2.9667686e-01   2.4969209e-01   1.0604670e-01
   1.9508750e+03   9.1163611e-01   3.0913388e-01   2.5242598e-01   1.1469248e-01
   1.9511250e+03   9.2145546e-01   3.0029380e-01   2.5729504e-01   1.2681124e-01
   1.9513750e+03   9.3972522e-01   3.0204995e-01   2.5967322e-01   1.4243944e-01
   1.9516250e+03   9.5915035e-01   2.9347970e-01   2.5804281e-01   1.6110130e-01
   1.9518750e+03   9.6061938e-01   2.8503938e-01   2.5817418e-01   1.6601156e-01
   1.9521250e+03   9.6790395e-01   2.8810121e-01   2.5870665e-01   1.6891187e-01
   1.9523750e+03   9.6831111e-01   2.7490111e-01   2.5725584e-01   1.7384952e-01
   1.9526250e+03   9.7314338e-01   2.7983774e-01   2.5783911e-01   1.6956462e-01
   1.9528750e+03   1.0021277e+00   2.9864822e-01   2.6214976e-01   1.7183568e-01
   1.9531250e+03   1.0151939e+00   3.0666835e-01   2.6224404e-01   1.7478443e-01
   1.9533750e+03   1.0226107e+00   3.0763246e-01   2.6152717e-01   1.7670092e-01
